date,timestamp,type,strike,expiration,contracts,premium,notional_value,unusual,sentiment
2025-08-14,2025-08-14T14:40:00,put,39.0,2025-08-17,261,3.68,96145.42,False,put
2025-08-14,2025-08-14T09:22:00,put,42.0,2025-09-13,760,4.65,353620.73,False,put
2025-08-14,2025-08-14T15:27:00,call,38.0,2025-08-17,109,4.84,52755.5,False,call
2025-08-14,2025-08-14T15:20:00,put,39.0,2025-08-21,785,2.96,232024.76,False,put
2025-08-14,2025-08-14T09:45:00,put,41.0,2025-10-13,6,0.9,538.03,False,put
2025-08-14,2025-08-14T16:38:00,call,37.0,2025-08-21,44,3.32,14612.37,False,call
2025-08-14,2025-08-14T16:09:00,put,37.0,2025-08-21,194,0.64,12321.94,False,put
2025-08-14,2025-08-14T15:45:00,put,42.0,2025-10-13,981,4.06,398321.3,False,put
2025-08-14,2025-08-14T16:59:00,put,43.0,2025-10-13,17,3.63,6168.25,False,put
2025-08-14,2025-08-14T15:40:00,call,41.0,2025-09-13,7,4.61,3225.94,False,call
2025-08-14,2025-08-14T12:11:00,put,36.0,2025-08-17,37,1.26,4653.44,False,put
2025-08-14,2025-08-14T13:35:00,put,41.0,2025-10-13,155,1.95,30200.47,False,put
2025-08-14,2025-08-14T10:30:00,call,35.0,2025-10-13,27,0.76,2040.23,False,call
2025-08-14,2025-08-14T12:41:00,put,39.0,2025-08-28,6,1.99,1195.71,False,put
2025-08-14,2025-08-14T10:00:00,put,40.0,2025-10-13,6,2.83,1698.8,False,put
2025-08-14,2025-08-14T14:18:00,put,36.0,2025-08-21,247,1.36,33600.11,True,put
2025-08-14,2025-08-14T09:15:00,put,37.0,2025-08-28,837,2.21,185200.69,False,put
2025-08-14,2025-08-14T16:21:00,call,42.0,2025-10-13,55,0.93,5123.55,False,call
2025-08-15,2025-08-15T12:09:00,call,37.0,2025-08-18,8,4.99,3995.71,False,call
2025-08-15,2025-08-15T11:50:00,put,41.0,2025-09-14,30,2.84,8515.41,False,put
2025-08-15,2025-08-15T15:11:00,put,41.0,2025-08-29,887,1.48,131084.88,False,put
2025-08-15,2025-08-15T09:05:00,call,43.0,2025-10-14,48,3.19,15312.34,False,call
2025-08-15,2025-08-15T09:05:00,call,38.0,2025-08-29,872,2.25,196598.64,False,call
2025-08-15,2025-08-15T10:36:00,put,38.0,2025-10-14,841,1.24,104599.0,False,put
2025-08-15,2025-08-15T11:41:00,call,44.0,2025-09-14,122,2.36,28762.07,False,call
2025-08-15,2025-08-15T13:11:00,put,44.0,2025-08-22,151,2.11,31911.06,False,put
2025-08-15,2025-08-15T14:06:00,call,44.0,2025-08-29,4,0.91,362.72,False,call
2025-08-15,2025-08-15T10:30:00,call,40.0,2025-08-18,771,1.8,138890.11,False,call
2025-08-15,2025-08-15T10:58:00,put,45.0,2025-08-22,414,3.04,125959.76,True,put
2025-08-15,2025-08-15T12:40:00,put,38.0,2025-09-14,964,2.8,269938.39,False,put
2025-08-15,2025-08-15T15:06:00,put,37.0,2025-08-18,656,2.72,178477.14,False,put
2025-08-15,2025-08-15T12:01:00,put,44.0,2025-08-22,1,4.47,447.35,False,put
2025-08-15,2025-08-15T16:25:00,put,39.0,2025-09-14,149,1.09,16280.78,False,put
2025-08-15,2025-08-15T15:07:00,put,41.0,2025-08-29,189,4.06,76778.41,False,put
2025-08-15,2025-08-15T16:39:00,call,44.0,2025-10-14,2,1.85,369.8,False,call
2025-08-15,2025-08-15T12:36:00,call,40.0,2025-08-29,5,3.24,1618.38,False,call
2025-08-15,2025-08-15T12:08:00,call,42.0,2025-09-14,204,3.24,66087.62,False,call
2025-08-15,2025-08-15T14:33:00,call,43.0,2025-09-14,34,3.96,13460.93,False,call
2025-08-15,2025-08-15T14:06:00,put,40.0,2025-09-14,9,2.96,2660.11,False,put
2025-08-15,2025-08-15T16:44:00,call,44.0,2025-08-18,276,1.01,27814.51,False,call
2025-08-15,2025-08-15T15:38:00,put,40.0,2025-09-14,796,1.87,148845.86,False,put
2025-08-15,2025-08-15T13:31:00,put,43.0,2025-10-14,129,2.15,27757.16,False,put
2025-08-15,2025-08-15T12:58:00,call,39.0,2025-08-22,167,0.98,16415.46,False,call
2025-08-15,2025-08-15T12:39:00,put,37.0,2025-08-22,123,3.54,43493.93,False,put
2025-08-15,2025-08-15T11:29:00,call,40.0,2025-08-29,36,1.36,4908.25,False,call
2025-08-15,2025-08-15T10:15:00,call,43.0,2025-10-14,9,2.03,1830.89,False,call
2025-08-15,2025-08-15T09:39:00,call,44.0,2025-08-18,8,3.28,2622.57,False,call
2025-08-15,2025-08-15T15:35:00,put,40.0,2025-09-14,108,4.27,46101.98,False,put
2025-08-15,2025-08-15T12:15:00,call,44.0,2025-08-29,80,4.98,39838.76,False,call
2025-08-15,2025-08-15T14:11:00,call,43.0,2025-08-18,9,2.12,1908.26,False,call
2025-08-15,2025-08-15T09:26:00,call,40.0,2025-09-14,47,1.72,8095.5,False,call
2025-08-15,2025-08-15T14:16:00,call,42.0,2025-08-22,537,4.3,231114.94,True,call
2025-08-15,2025-08-15T12:28:00,call,42.0,2025-10-14,1,2.86,286.13,False,call
2025-08-15,2025-08-15T15:55:00,put,42.0,2025-08-18,15,1.64,2457.36,False,put
2025-08-15,2025-08-15T11:07:00,put,43.0,2025-10-14,2,4.32,864.86,False,put
2025-08-15,2025-08-15T12:21:00,call,40.0,2025-08-18,23,2.41,5544.84,False,call
2025-08-15,2025-08-15T12:02:00,call,45.0,2025-08-18,25,4.52,11307.59,False,call
2025-08-15,2025-08-15T11:28:00,call,40.0,2025-08-29,3,4.08,1225.39,False,call
2025-08-15,2025-08-15T12:17:00,put,45.0,2025-10-14,40,3.12,12497.32,False,put
2025-08-15,2025-08-15T09:37:00,call,45.0,2025-08-18,270,4.93,133023.07,False,call
2025-08-15,2025-08-15T14:06:00,call,42.0,2025-08-18,214,0.69,14690.32,False,call
2025-08-15,2025-08-15T13:43:00,call,45.0,2025-08-29,20,1.66,3328.4,False,call
2025-08-15,2025-08-15T12:55:00,put,42.0,2025-08-22,587,2.77,162318.51,False,put
2025-08-15,2025-08-15T13:47:00,call,38.0,2025-08-18,931,2.97,276747.24,False,call
2025-08-15,2025-08-15T09:27:00,call,45.0,2025-08-22,4,3.64,1454.78,False,call
2025-08-15,2025-08-15T10:14:00,call,41.0,2025-08-18,17,4.64,7893.71,False,call
2025-08-15,2025-08-15T16:50:00,call,45.0,2025-08-29,4,2.03,811.62,False,call
2025-08-15,2025-08-15T12:14:00,call,41.0,2025-10-14,450,4.38,196922.7,True,call
2025-08-15,2025-08-15T16:08:00,call,42.0,2025-08-22,785,3.67,288103.88,False,call
2025-08-15,2025-08-15T13:53:00,put,40.0,2025-10-14,2,4.6,920.65,False,put
2025-08-15,2025-08-15T13:17:00,put,38.0,2025-09-14,555,3.55,197281.64,False,put
2025-08-15,2025-08-15T15:34:00,put,38.0,2025-08-29,9,2.69,2419.18,False,put
2025-08-15,2025-08-15T14:06:00,put,37.0,2025-08-22,2,4.86,972.76,False,put
2025-08-15,2025-08-15T09:13:00,call,45.0,2025-08-18,113,1.81,20401.97,False,call
2025-08-15,2025-08-15T15:49:00,put,37.0,2025-08-22,5,1.67,837.03,False,put
2025-08-15,2025-08-15T10:51:00,call,42.0,2025-09-14,9,1.21,1085.01,False,call
2025-08-15,2025-08-15T14:32:00,put,45.0,2025-08-29,21,1.53,3210.6,False,put
2025-08-15,2025-08-15T14:06:00,put,41.0,2025-10-14,479,0.77,37004.85,False,put
2025-08-15,2025-08-15T12:18:00,put,39.0,2025-10-14,79,1.81,14295.84,False,put
2025-08-15,2025-08-15T16:24:00,call,38.0,2025-09-14,10,3.38,3378.97,False,call
2025-08-15,2025-08-15T15:21:00,call,44.0,2025-10-14,1,0.63,62.91,False,call
2025-08-18,2025-08-18T13:46:00,call,47.0,2025-08-21,31,4.68,14507.82,False,call
2025-08-18,2025-08-18T10:13:00,call,46.0,2025-08-21,31,4.85,15042.77,False,call
2025-08-18,2025-08-18T11:30:00,call,46.0,2025-09-17,123,0.58,7181.85,False,call
2025-08-18,2025-08-18T15:36:00,call,43.0,2025-09-01,612,2.43,148553.74,True,call
2025-08-18,2025-08-18T09:22:00,call,42.0,2025-09-01,2,3.75,750.6,False,call
2025-08-18,2025-08-18T12:34:00,call,40.0,2025-08-25,195,4.74,92461.1,False,call
2025-08-18,2025-08-18T13:36:00,put,41.0,2025-08-21,574,1.94,111607.87,False,put
2025-08-18,2025-08-18T12:25:00,put,39.0,2025-09-17,2,1.4,279.28,False,put
2025-08-18,2025-08-18T14:53:00,put,40.0,2025-08-21,39,2.58,10056.09,False,put
2025-08-18,2025-08-18T15:41:00,put,39.0,2025-10-17,315,3.13,98466.09,False,put
2025-08-18,2025-08-18T14:41:00,call,41.0,2025-10-17,3,2.33,698.3,False,call
2025-08-18,2025-08-18T16:34:00,call,39.0,2025-10-17,96,4.91,47130.37,False,call
2025-08-18,2025-08-18T13:34:00,put,44.0,2025-09-17,2,1.38,276.29,False,put
2025-08-18,2025-08-18T12:37:00,put,39.0,2025-10-17,6,1.94,1166.73,False,put
2025-08-18,2025-08-18T12:52:00,call,46.0,2025-08-21,4,4.37,1749.58,False,call
2025-08-18,2025-08-18T10:11:00,call,44.0,2025-08-25,7,4.88,3413.77,False,call
2025-08-18,2025-08-18T16:37:00,put,39.0,2025-09-17,14,3.12,4368.76,False,put
2025-08-18,2025-08-18T12:40:00,put,39.0,2025-08-25,8,4.08,3267.34,False,put
2025-08-18,2025-08-18T09:06:00,put,39.0,2025-08-25,15,2.46,3691.46,False,put
2025-08-18,2025-08-18T11:30:00,call,40.0,2025-08-21,825,4.87,401566.34,False,call
2025-08-18,2025-08-18T13:23:00,call,41.0,2025-08-25,161,1.74,28078.87,False,call
2025-08-18,2025-08-18T13:59:00,call,46.0,2025-10-17,48,4.29,20607.14,False,call
2025-08-18,2025-08-18T13:02:00,call,39.0,2025-09-17,154,4.21,64851.38,False,call
2025-08-18,2025-08-18T14:39:00,call,41.0,2025-08-21,162,1.43,23187.07,False,call
2025-08-18,2025-08-18T14:58:00,put,43.0,2025-09-01,6,1.01,607.76,False,put
2025-08-18,2025-08-18T15:31:00,call,45.0,2025-09-01,717,4.71,337843.08,False,call
2025-08-18,2025-08-18T14:13:00,put,42.0,2025-09-17,115,0.84,9704.32,False,put
2025-08-18,2025-08-18T16:40:00,put,39.0,2025-08-25,88,3.49,30680.16,False,put
2025-08-18,2025-08-18T11:59:00,call,46.0,2025-09-01,6,4.44,2666.52,False,call
2025-08-18,2025-08-18T15:10:00,call,46.0,2025-08-21,11,2.92,3207.08,False,call
2025-08-18,2025-08-18T10:18:00,call,46.0,2025-10-17,243,1.86,45183.11,False,call
2025-08-18,2025-08-18T10:32:00,put,40.0,2025-09-17,475,0.58,27397.42,False,put
2025-08-18,2025-08-18T10:53:00,call,40.0,2025-08-21,918,3.09,283465.59,False,call
2025-08-18,2025-08-18T16:38:00,call,45.0,2025-09-17,41,2.08,8527.52,False,call
2025-08-18,2025-08-18T15:57:00,call,41.0,2025-08-25,36,0.5,1811.3,False,call
2025-08-19,2025-08-19T15:31:00,put,39.0,2025-10-18,340,1.94,65991.61,False,put
2025-08-19,2025-08-19T14:46:00,put,44.0,2025-08-26,9,4.93,4440.32,False,put
2025-08-19,2025-08-19T15:41:00,call,47.0,2025-08-26,1,1.02,102.17,False,call
2025-08-19,2025-08-19T10:31:00,put,42.0,2025-10-18,736,3.45,253675.99,False,put
2025-08-19,2025-08-19T13:10:00,put,46.0,2025-08-22,21,2.85,5986.1,False,put
2025-08-19,2025-08-19T10:07:00,call,46.0,2025-09-02,92,3.0,27567.5,False,call
2025-08-19,2025-08-19T14:54:00,call,44.0,2025-09-02,181,2.06,37323.39,False,call
2025-08-19,2025-08-19T09:37:00,put,45.0,2025-09-02,30,3.14,9428.85,False,put
2025-08-19,2025-08-19T10:58:00,call,40.0,2025-08-26,48,2.48,11907.82,False,call
2025-08-19,2025-08-19T13:19:00,put,39.0,2025-08-22,323,1.03,33381.4,False,put
2025-08-19,2025-08-19T11:08:00,call,41.0,2025-09-18,1,1.24,123.96,False,call
2025-08-19,2025-08-19T12:42:00,put,39.0,2025-08-26,712,0.75,53590.06,False,put
2025-08-19,2025-08-19T10:09:00,put,44.0,2025-08-26,820,2.53,207273.97,False,put
2025-08-19,2025-08-19T15:26:00,put,46.0,2025-08-22,10,1.37,1373.62,False,put
2025-08-19,2025-08-19T12:16:00,put,38.0,2025-10-18,64,2.68,17161.46,False,put
2025-08-19,2025-08-19T10:30:00,put,41.0,2025-08-22,32,4.63,14817.13,False,put
2025-08-19,2025-08-19T16:39:00,put,40.0,2025-10-18,9,2.74,2467.3,False,put
2025-08-19,2025-08-19T14:51:00,call,43.0,2025-09-18,347,2.94,102128.69,False,call
2025-08-19,2025-08-19T09:51:00,call,40.0,2025-10-18,9,4.19,3772.91,False,call
2025-08-19,2025-08-19T13:58:00,put,45.0,2025-08-26,4,3.21,1285.38,False,put
2025-08-19,2025-08-19T10:55:00,put,47.0,2025-09-02,139,2.12,29403.08,False,put
2025-08-19,2025-08-19T13:42:00,put,41.0,2025-09-02,443,2.04,90214.57,True,put
2025-08-19,2025-08-19T13:07:00,put,39.0,2025-08-22,10,3.01,3007.23,False,put
2025-08-19,2025-08-19T13:06:00,put,39.0,2025-09-02,194,4.12,79885.07,False,put
2025-08-19,2025-08-19T09:02:00,put,43.0,2025-09-18,44,2.55,11217.44,False,put
2025-08-19,2025-08-19T12:24:00,call,41.0,2025-08-22,902,2.29,206530.89,False,call
2025-08-19,2025-08-19T16:52:00,put,43.0,2025-10-18,101,1.16,11694.1,False,put
2025-08-19,2025-08-19T15:13:00,put,39.0,2025-09-02,30,1.45,4337.65,False,put
2025-08-19,2025-08-19T14:01:00,put,42.0,2025-08-22,3,4.85,1454.99,False,put
2025-08-19,2025-08-19T16:23:00,call,41.0,2025-08-26,29,3.8,11013.38,False,call
2025-08-19,2025-08-19T16:41:00,put,38.0,2025-09-18,93,1.83,17040.02,False,put
2025-08-19,2025-08-19T10:18:00,put,45.0,2025-09-02,5,3.71,1856.48,False,put
2025-08-19,2025-08-19T09:09:00,call,44.0,2025-09-18,21,4.41,9266.95,False,call
2025-08-19,2025-08-19T14:44:00,put,41.0,2025-08-22,153,4.22,64602.97,False,put
2025-08-19,2025-08-19T13:46:00,put,41.0,2025-09-18,968,1.4,135914.66,False,put
2025-08-19,2025-08-19T10:47:00,put,39.0,2025-08-22,88,4.6,40484.51,False,put
2025-08-19,2025-08-19T16:08:00,put,41.0,2025-09-18,23,1.18,2723.67,False,put
2025-08-19,2025-08-19T14:26:00,put,42.0,2025-10-18,18,1.6,2882.1,False,put
2025-08-19,2025-08-19T15:19:00,call,40.0,2025-09-18,5,2.04,1021.22,False,call
2025-08-19,2025-08-19T09:41:00,put,46.0,2025-09-18,150,4.89,73277.86,False,put
2025-08-19,2025-08-19T14:56:00,call,45.0,2025-09-02,853,4.89,417157.75,True,call
2025-08-20,2025-08-20T10:14:00,call,46.0,2025-08-27,183,4.89,89459.83,False,call
2025-08-20,2025-08-20T13:10:00,call,47.0,2025-10-19,47,1.45,6812.05,False,call
2025-08-20,2025-08-20T10:24:00,put,46.0,2025-09-03,845,4.11,347140.41,False,put
2025-08-20,2025-08-20T16:04:00,call,48.0,2025-08-27,10,3.51,3506.05,False,call
2025-08-20,2025-08-20T14:42:00,put,45.0,2025-09-19,6,3.24,1946.86,False,put
2025-08-20,2025-08-20T12:17:00,put,44.0,2025-09-19,2,2.85,569.15,False,put
2025-08-20,2025-08-20T12:43:00,call,43.0,2025-09-03,7,1.28,898.82,False,call
2025-08-20,2025-08-20T11:20:00,put,48.0,2025-09-03,32,1.42,4538.15,False,put
2025-08-20,2025-08-20T10:05:00,call,46.0,2025-08-23,47,3.22,15117.49,False,call
2025-08-20,2025-08-20T12:24:00,put,47.0,2025-08-23,20,1.72,3439.51,False,put
2025-08-20,2025-08-20T16:27:00,call,43.0,2025-08-27,94,1.15,10798.87,False,call
2025-08-20,2025-08-20T14:35:00,call,41.0,2025-08-23,51,3.25,16582.3,False,call
2025-08-20,2025-08-20T15:06:00,call,48.0,2025-08-27,533,1.15,61113.33,False,call
2025-08-20,2025-08-20T15:30:00,call,45.0,2025-10-19,22,1.1,2414.99,False,call
2025-08-20,2025-08-20T11:13:00,call,46.0,2025-09-19,463,1.05,48414.43,False,call
2025-08-20,2025-08-20T10:03:00,put,45.0,2025-09-19,677,3.17,214342.86,False,put
2025-08-20,2025-08-20T14:38:00,call,42.0,2025-10-19,44,0.91,3990.57,False,call
2025-08-20,2025-08-20T09:57:00,put,48.0,2025-08-27,10,2.64,2636.11,False,put
2025-08-20,2025-08-20T13:11:00,call,44.0,2025-09-19,4,3.69,1474.81,False,call
2025-08-20,2025-08-20T13:17:00,put,47.0,2025-08-27,129,4.46,57493.14,False,put
2025-08-20,2025-08-20T15:46:00,put,42.0,2025-08-27,193,1.52,29296.65,False,put
2025-08-20,2025-08-20T13:35:00,call,46.0,2025-10-19,32,4.71,15064.01,False,call
2025-08-20,2025-08-20T09:58:00,put,41.0,2025-09-03,9,1.28,1150.11,False,put
2025-08-20,2025-08-20T12:32:00,call,43.0,2025-09-19,36,2.58,9279.8,False,call
2025-08-20,2025-08-20T11:56:00,call,48.0,2025-08-27,5,4.04,2019.96,False,call
2025-08-20,2025-08-20T16:58:00,call,42.0,2025-09-03,34,3.47,11810.71,False,call
2025-08-20,2025-08-20T15:35:00,put,44.0,2025-08-27,421,0.71,29755.5,False,put
2025-08-20,2025-08-20T14:03:00,call,45.0,2025-09-03,1,3.34,333.57,False,call
2025-08-20,2025-08-20T16:54:00,call,49.0,2025-10-19,182,3.2,58275.45,False,call
2025-08-20,2025-08-20T09:00:00,call,47.0,2025-08-23,3,2.41,724.48,False,call
2025-08-20,2025-08-20T09:43:00,call,47.0,2025-08-27,258,1.92,49510.99,False,call
2025-08-20,2025-08-20T10:25:00,call,42.0,2025-09-03,3,0.94,280.87,False,call
2025-08-20,2025-08-20T14:20:00,call,42.0,2025-09-19,30,2.61,7833.82,False,call
2025-08-20,2025-08-20T10:32:00,call,46.0,2025-08-27,75,0.65,4880.58,False,call
2025-08-20,2025-08-20T11:59:00,call,43.0,2025-08-27,193,0.8,15497.24,False,call
2025-08-20,2025-08-20T16:47:00,put,45.0,2025-08-23,82,1.33,10884.15,False,put
2025-08-20,2025-08-20T12:23:00,put,46.0,2025-08-23,339,0.7,23840.31,False,put
2025-08-20,2025-08-20T16:38:00,call,44.0,2025-09-03,49,1.86,9127.22,False,call
2025-08-20,2025-08-20T11:08:00,put,41.0,2025-09-03,9,3.53,3174.36,False,put
2025-08-20,2025-08-20T12:36:00,put,47.0,2025-10-19,5,2.72,1360.33,False,put
2025-08-20,2025-08-20T16:10:00,call,48.0,2025-09-03,15,3.6,5398.12,False,call
2025-08-20,2025-08-20T15:09:00,call,46.0,2025-10-19,62,3.58,22193.97,False,call
2025-08-20,2025-08-20T09:57:00,call,44.0,2025-08-27,69,2.81,19379.14,False,call
2025-08-20,2025-08-20T16:39:00,call,45.0,2025-09-03,1,0.58,57.8,False,call
2025-08-20,2025-08-20T14:25:00,put,41.0,2025-09-03,95,1.04,9908.23,False,put
2025-08-20,2025-08-20T11:20:00,call,42.0,2025-10-19,10,1.35,1345.31,False,call
2025-08-20,2025-08-20T09:47:00,call,41.0,2025-08-23,749,4.35,325587.41,False,call
2025-08-20,2025-08-20T16:27:00,call,42.0,2025-09-03,3,3.01,903.27,False,call
2025-08-20,2025-08-20T11:17:00,call,46.0,2025-08-23,4,1.25,499.65,False,call
2025-08-20,2025-08-20T10:40:00,call,43.0,2025-10-19,809,1.33,107392.55,False,call
2025-08-20,2025-08-20T15:59:00,put,45.0,2025-08-27,8,3.82,3053.4,False,put
2025-08-20,2025-08-20T15:43:00,put,44.0,2025-08-27,133,4.77,63440.32,False,put
2025-08-20,2025-08-20T09:25:00,put,47.0,2025-10-19,71,4.22,29936.81,False,put
2025-08-20,2025-08-20T16:24:00,put,48.0,2025-09-19,615,4.13,253882.42,False,put
2025-08-20,2025-08-20T11:15:00,call,41.0,2025-09-03,39,0.58,2256.45,False,call
2025-08-21,2025-08-21T09:52:00,call,47.0,2025-10-20,135,2.76,37315.07,False,call
2025-08-21,2025-08-21T13:12:00,call,47.0,2025-08-24,186,0.59,10968.02,False,call
2025-08-21,2025-08-21T15:54:00,call,49.0,2025-08-24,86,1.17,10103.57,False,call
2025-08-21,2025-08-21T16:10:00,put,46.0,2025-09-20,7,1.3,907.61,False,put
2025-08-21,2025-08-21T11:39:00,call,48.0,2025-08-28,895,1.22,108898.87,True,call
2025-08-21,2025-08-21T10:40:00,call,45.0,2025-08-24,666,1.4,93503.55,False,call
2025-08-21,2025-08-21T10:51:00,call,48.0,2025-08-28,6,3.14,1885.97,False,call
2025-08-21,2025-08-21T13:51:00,put,42.0,2025-08-28,5,1.52,761.99,False,put
2025-08-21,2025-08-21T09:33:00,put,48.0,2025-08-24,452,2.8,126621.13,False,put
2025-08-21,2025-08-21T15:25:00,call,40.0,2025-09-20,27,4.79,12923.62,False,call
2025-08-21,2025-08-21T10:49:00,put,47.0,2025-08-28,23,3.35,7695.52,False,put
2025-08-21,2025-08-21T14:14:00,put,46.0,2025-08-24,272,4.04,109906.59,False,put
2025-08-21,2025-08-21T12:28:00,call,43.0,2025-10-20,814,1.7,138098.23,False,call
2025-08-21,2025-08-21T13:25:00,call,41.0,2025-09-04,190,2.92,55409.77,False,call
2025-08-21,2025-08-21T12:59:00,put,45.0,2025-09-04,10,3.54,3543.22,False,put
2025-08-21,2025-08-21T12:46:00,put,44.0,2025-08-24,1,1.81,181.1,False,put
2025-08-21,2025-08-21T14:07:00,call,42.0,2025-08-24,3,0.62,186.96,False,call
2025-08-21,2025-08-21T15:48:00,put,43.0,2025-09-04,2,1.88,376.16,False,put
2025-08-21,2025-08-21T14:30:00,put,40.0,2025-09-04,9,2.81,2533.33,False,put
2025-08-21,2025-08-21T14:10:00,call,46.0,2025-10-20,38,1.97,7502.23,False,call
2025-08-21,2025-08-21T13:05:00,put,43.0,2025-08-24,40,0.74,2969.43,False,put
2025-08-21,2025-08-21T09:52:00,put,42.0,2025-10-20,50,4.6,22986.04,False,put
2025-08-21,2025-08-21T13:23:00,call,45.0,2025-09-20,7,3.59,2511.17,False,call
2025-08-21,2025-08-21T12:37:00,put,41.0,2025-08-28,35,1.35,4710.25,False,put
2025-08-21,2025-08-21T15:13:00,call,46.0,2025-10-20,8,3.39,2708.63,False,call
2025-08-21,2025-08-21T14:30:00,call,49.0,2025-08-24,18,4.89,8810.16,False,call
2025-08-21,2025-08-21T15:20:00,put,44.0,2025-08-24,8,4.03,3227.05,False,put
2025-08-21,2025-08-21T09:58:00,call,46.0,2025-10-20,293,2.06,60435.0,False,call
2025-08-21,2025-08-21T13:23:00,put,42.0,2025-09-04,367,2.42,88919.81,False,put
2025-08-21,2025-08-21T13:41:00,put,42.0,2025-09-04,6,4.72,2832.49,False,put
2025-08-21,2025-08-21T16:20:00,put,40.0,2025-08-24,857,2.85,244639.03,False,put
2025-08-21,2025-08-21T16:10:00,call,47.0,2025-09-04,48,2.87,13767.21,False,call
2025-08-21,2025-08-21T13:51:00,put,46.0,2025-10-20,1,2.29,229.01,False,put
2025-08-21,2025-08-21T16:14:00,put,48.0,2025-09-20,22,2.57,5663.55,False,put
2025-08-21,2025-08-21T15:54:00,put,41.0,2025-10-20,60,0.5,3027.73,False,put
2025-08-21,2025-08-21T11:38:00,put,45.0,2025-08-28,16,1.56,2496.22,False,put
2025-08-21,2025-08-21T11:32:00,put,42.0,2025-09-20,94,0.98,9176.53,False,put
2025-08-21,2025-08-21T13:34:00,put,42.0,2025-09-20,779,3.25,253174.28,False,put
2025-08-21,2025-08-21T13:26:00,put,46.0,2025-09-04,492,3.04,149351.72,True,put
2025-08-21,2025-08-21T12:10:00,put,43.0,2025-09-04,9,0.56,502.1,False,put
2025-08-21,2025-08-21T15:48:00,put,48.0,2025-08-24,168,2.39,40150.21,False,put
2025-08-21,2025-08-21T13:29:00,put,45.0,2025-08-24,54,4.0,21613.69,False,put
2025-08-22,2025-08-22T10:44:00,put,42.0,2025-09-05,985,1.62,159495.54,False,put
2025-08-22,2025-08-22T14:08:00,call,47.0,2025-08-29,123,1.54,18974.97,False,call
2025-08-22,2025-08-22T09:53:00,call,43.0,2025-08-25,27,1.55,4172.8,False,call
2025-08-22,2025-08-22T15:01:00,call,42.0,2025-09-21,28,0.77,2168.28,False,call
2025-08-22,2025-08-22T12:44:00,call,42.0,2025-10-21,6,3.32,1991.91,False,call
2025-08-22,2025-08-22T12:13:00,call,41.0,2025-09-21,43,1.7,7327.25,False,call
2025-08-22,2025-08-22T16:19:00,call,43.0,2025-08-29,10,4.57,4574.1,False,call
2025-08-22,2025-08-22T12:36:00,put,46.0,2025-08-25,43,1.26,5432.85,False,put
2025-08-22,2025-08-22T09:50:00,call,49.0,2025-09-05,4,2.61,1045.33,False,call
2025-08-22,2025-08-22T10:07:00,call,45.0,2025-10-21,27,2.01,5431.77,False,call
2025-08-22,2025-08-22T15:25:00,call,43.0,2025-09-21,641,3.21,205967.0,False,call
2025-08-22,2025-08-22T10:40:00,put,49.0,2025-09-05,9,3.68,3315.96,False,put
2025-08-22,2025-08-22T10:21:00,call,42.0,2025-09-21,20,4.18,8364.77,False,call
2025-08-22,2025-08-22T09:44:00,call,43.0,2025-10-21,132,1.27,16730.59,False,call
2025-08-22,2025-08-22T13:59:00,put,49.0,2025-08-25,15,4.06,6093.97,False,put
2025-08-22,2025-08-22T10:22:00,call,41.0,2025-10-21,4,3.16,1265.79,False,call
2025-08-22,2025-08-22T10:36:00,call,41.0,2025-09-21,188,1.98,37256.78,False,call
2025-08-22,2025-08-22T11:16:00,call,44.0,2025-08-29,1,1.23,122.53,False,call
2025-08-22,2025-08-22T15:00:00,put,43.0,2025-10-21,305,4.87,148595.13,False,put
2025-08-22,2025-08-22T15:51:00,call,49.0,2025-09-21,1,3.77,377.47,False,call
2025-08-22,2025-08-22T16:37:00,call,43.0,2025-09-21,858,0.57,48632.98,False,call
2025-08-22,2025-08-22T09:22:00,put,45.0,2025-08-25,156,0.76,11797.38,False,put
2025-08-22,2025-08-22T09:29:00,call,43.0,2025-09-21,100,3.61,36142.19,False,call
2025-08-22,2025-08-22T13:33:00,call,50.0,2025-09-21,19,2.12,4018.51,False,call
2025-08-22,2025-08-22T09:20:00,call,42.0,2025-10-21,544,1.08,58713.98,False,call
2025-08-22,2025-08-22T10:17:00,call,44.0,2025-08-25,142,4.74,67360.13,False,call
2025-08-22,2025-08-22T12:04:00,put,47.0,2025-09-21,38,2.1,7970.82,False,put
2025-08-22,2025-08-22T12:54:00,call,48.0,2025-09-05,601,1.76,105929.56,False,call
